filename,score,grade
1004355.txt,4.615384615384615,low
filename,score,grade
1007363.txt,4.777777777777778,low
filename,score,grade
1079196.txt,4.611111111111111,high
filename,score,grade
1086343.txt,4.5,low
filename,score,grade
1096747.txt,4.8,low
filename,score,grade
1109085.txt,4.8,high
filename,score,grade
1164913.txt,4.538461538461538,low
filename,score,grade
1174920.txt,4.5,low
filename,score,grade
1181356.txt,4.666666666666667,low
filename,score,grade
1223368.txt,4.5,high
filename,score,grade
1239289.txt,4.583333333333333,low
filename,score,grade
1249928.txt,4.6875,low
filename,score,grade
1321982.txt,4.7272727272727275,low
filename,score,grade
1346734.txt,4.666666666666667,low
filename,score,grade
1365003.txt,4.526315789473684,high
filename,score,grade
1388870.txt,4.642857142857143,low
filename,score,grade
1392946.txt,4.7,high
filename,score,grade
1394540.txt,4.666666666666667,low
filename,score,grade
1414676.txt,4.590909090909091,high
filename,score,grade
1431839.txt,4.8,high
filename,score,grade
1447041.txt,4.7272727272727275,low
filename,score,grade
1449555.txt,4.72,high
filename,score,grade
1453563.txt,4.6,high
filename,score,grade
1469088.txt,5.0,low
filename,score,grade
1599482.txt,4.6,high
filename,score,grade
1604419.txt,4.5,low
filename,score,grade
162639.txt,4.7,high
filename,score,grade
1648484.txt,4.2,low
filename,score,grade
1691426.txt,4.8,low
filename,score,grade
1693042.txt,4.666666666666667,high
filename,score,grade
1703761.txt,4.666666666666667,low
filename,score,grade
1723586.txt,4.611111111111111,high
filename,score,grade
1728162.txt,4.647058823529412,high
filename,score,grade
1784031.txt,4.75,low
filename,score,grade
1790750.txt,4.777777777777778,low
filename,score,grade
1804641.txt,4.666666666666667,low
filename,score,grade
1812668.txt,4.625,low
filename,score,grade
1813924.txt,5.0,low
filename,score,grade
1827588.txt,4.666666666666667,high
filename,score,grade
1834502.txt,4.636363636363637,high
filename,score,grade
1851482.txt,4.6923076923076925,low
filename,score,grade
186616.txt,4.8,high
filename,score,grade
1876159.txt,4.733333333333333,high
filename,score,grade
1897285.txt,4.333333333333333,low
filename,score,grade
1942513.txt,4.545454545454546,high
filename,score,grade
1949465.txt,4.56,high
filename,score,grade
1971958.txt,4.444444444444445,low
filename,score,grade
1974703.txt,4.6,low
filename,score,grade
1985615.txt,4.571428571428571,high
filename,score,grade
206667.txt,4.615384615384615,low
filename,score,grade
216672.txt,,low
filename,score,grade
219983.txt,4.769230769230769,low
filename,score,grade
230893.txt,4.722222222222222,high
filename,score,grade
232159.txt,4.625,high
filename,score,grade
248917.txt,4.6,low
filename,score,grade
265349.txt,4.578947368421052,high
filename,score,grade
279212.txt,4.476190476190476,high
filename,score,grade
302140.txt,4.65,high
filename,score,grade
338351.txt,4.65,high
filename,score,grade
339615.txt,4.538461538461538,low
filename,score,grade
345396.txt,4.7272727272727275,low
filename,score,grade
373416.txt,4.588235294117647,high
filename,score,grade
38209.txt,4.818181818181818,high
filename,score,grade
392518.txt,4.6,low
filename,score,grade
395987.txt,4.675675675675675,high
filename,score,grade
404521.txt,4.5,low
filename,score,grade
412197.txt,4.708333333333333,high
filename,score,grade
425198.txt,4.6923076923076925,low
filename,score,grade
449267.txt,4.5,low
filename,score,grade
450359.txt,4.8,low
filename,score,grade
496928.txt,5.0,low
filename,score,grade
526827.txt,4.8,low
filename,score,grade
52951.txt,4.611111111111111,high
filename,score,grade
535573.txt,4.631578947368421,high
filename,score,grade
562823.txt,4.714285714285714,low
filename,score,grade
586583.txt,4.555555555555555,low
filename,score,grade
589458.txt,5.0,low
filename,score,grade
594970.txt,4.611111111111111,high
filename,score,grade
599905.txt,4.666666666666667,high
filename,score,grade
609558.txt,4.636363636363637,high
filename,score,grade
618384.txt,4.6875,high
filename,score,grade
643139.txt,4.461538461538462,low
filename,score,grade
644250.txt,4.588235294117647,low
filename,score,grade
656695.txt,4.666666666666667,high
filename,score,grade
661830.txt,4.571428571428571,low
filename,score,grade
67346.txt,4.695652173913044,high
filename,score,grade
711394.txt,4.6,high
filename,score,grade
71654.txt,4.75,high
filename,score,grade
716766.txt,4.75,high
filename,score,grade
746257.txt,4.75,low
filename,score,grade
749940.txt,4.5,low
filename,score,grade
755753.txt,4.608695652173913,high
filename,score,grade
757891.txt,4.590909090909091,high
filename,score,grade
806909.txt,4.545454545454546,high
filename,score,grade
832751.txt,4.529411764705882,high
filename,score,grade
844996.txt,4.705882352941177,high
filename,score,grade
871631.txt,4.5,low
filename,score,grade
913996.txt,4.6875,high
filename,score,grade
937403.txt,4.571428571428571,high
filename,score,grade
990384.txt,4.666666666666667,high
