filename,score,grade
1004355.txt,9.67,low
filename,score,grade
1007363.txt,9.670000000000002,low
filename,score,grade
1079196.txt,13.489999999999998,high
filename,score,grade
1086343.txt,9.57,low
filename,score,grade
1096747.txt,7.7,low
filename,score,grade
1109085.txt,8.98,high
filename,score,grade
1164913.txt,10.34,low
filename,score,grade
1174920.txt,8.52,low
filename,score,grade
1181356.txt,12.61,low
filename,score,grade
1223368.txt,13.93,high
filename,score,grade
1239289.txt,5.61,low
filename,score,grade
1249928.txt,10.36,low
filename,score,grade
1321982.txt,9.329999999999998,low
filename,score,grade
1346734.txt,8.67,low
filename,score,grade
1365003.txt,14.5,high
filename,score,grade
1388870.txt,9.79,low
filename,score,grade
1392946.txt,11.95,high
filename,score,grade
1394540.txt,7.3,low
filename,score,grade
1414676.txt,13.73,high
filename,score,grade
1431839.txt,11.759999999999998,high
filename,score,grade
1447041.txt,9.0,low
filename,score,grade
1449555.txt,15.66,high
filename,score,grade
1453563.txt,11.829999999999998,high
filename,score,grade
1469088.txt,11.629999999999999,low
filename,score,grade
1599482.txt,13.470000000000002,high
filename,score,grade
1604419.txt,6.9,low
filename,score,grade
162639.txt,13.95,high
filename,score,grade
1648484.txt,9.7,low
filename,score,grade
1691426.txt,14.0,low
filename,score,grade
1693042.txt,16.09,high
filename,score,grade
1703761.txt,10.59,low
filename,score,grade
1723586.txt,14.459999999999997,high
filename,score,grade
1728162.txt,11.57,high
filename,score,grade
1784031.txt,9.33,low
filename,score,grade
1790750.txt,10.350000000000001,low
filename,score,grade
1804641.txt,7.609999999999999,low
filename,score,grade
1812668.txt,5.779999999999999,low
filename,score,grade
1813924.txt,14.5,low
filename,score,grade
1827588.txt,15.65,high
filename,score,grade
1834502.txt,13.56,high
filename,score,grade
1851482.txt,12.399999999999999,low
filename,score,grade
186616.txt,14.25,high
filename,score,grade
1876159.txt,12.23,high
filename,score,grade
1897285.txt,9.1,low
filename,score,grade
1942513.txt,16.630000000000003,high
filename,score,grade
1949465.txt,12.96,high
filename,score,grade
1971958.txt,9.51,low
filename,score,grade
1974703.txt,8.9,low
filename,score,grade
1985615.txt,15.829999999999998,high
filename,score,grade
206667.txt,10.06,low
filename,score,grade
216672.txt,11.7,low
filename,score,grade
219983.txt,9.690000000000001,low
filename,score,grade
230893.txt,11.760000000000002,high
filename,score,grade
232159.txt,14.5,high
filename,score,grade
248917.txt,9.16,low
filename,score,grade
265349.txt,15.8,high
filename,score,grade
279212.txt,13.059999999999999,high
filename,score,grade
302140.txt,14.009999999999998,high
filename,score,grade
338351.txt,9.91,high
filename,score,grade
339615.txt,9.36,low
filename,score,grade
345396.txt,8.110000000000001,low
filename,score,grade
373416.txt,12.4,high
filename,score,grade
38209.txt,15.08,high
filename,score,grade
392518.txt,12.29,low
filename,score,grade
395987.txt,12.719999999999999,high
filename,score,grade
404521.txt,8.17,low
filename,score,grade
412197.txt,13.120000000000001,high
filename,score,grade
425198.txt,8.5,low
filename,score,grade
449267.txt,12.59,low
filename,score,grade
450359.txt,9.26,low
filename,score,grade
496928.txt,9.73,low
filename,score,grade
526827.txt,9.83,low
filename,score,grade
52951.txt,14.349999999999998,high
filename,score,grade
535573.txt,16.56,high
filename,score,grade
562823.txt,8.2,low
filename,score,grade
586583.txt,7.3,low
filename,score,grade
589458.txt,7.3,low
filename,score,grade
594970.txt,14.349999999999998,high
filename,score,grade
599905.txt,13.64,high
filename,score,grade
609558.txt,13.37,high
filename,score,grade
618384.txt,12.3,high
filename,score,grade
643139.txt,9.4,low
filename,score,grade
644250.txt,10.899999999999999,low
filename,score,grade
656695.txt,10.24,high
filename,score,grade
661830.txt,11.8,low
filename,score,grade
67346.txt,14.920000000000002,high
filename,score,grade
711394.txt,14.209999999999999,high
filename,score,grade
71654.txt,14.879999999999999,high
filename,score,grade
716766.txt,11.7,high
filename,score,grade
746257.txt,5.7,low
filename,score,grade
749940.txt,10.4,low
filename,score,grade
755753.txt,13.879999999999999,high
filename,score,grade
757891.txt,13.57,high
filename,score,grade
806909.txt,13.38,high
filename,score,grade
832751.txt,10.06,high
filename,score,grade
844996.txt,11.97,high
filename,score,grade
871631.txt,8.32,low
filename,score,grade
913996.txt,12.6,high
filename,score,grade
937403.txt,15.64,high
filename,score,grade
990384.txt,11.96,high
